ridge_PTM,ridge_IPTM,rf_PTM,rf_IPTM,mlp_PTM,mlp_IPTM
0.73944694,0.23208982,0.7418933333333335,0.2240059999999999,0.73921764,0.22213766
0.6764573,0.57314086,0.6992400000000001,0.6924200000000001,0.67863935,0.6747828
0.7129587,0.67313087,0.7119999999999991,0.6730000000000017,0.7148888,0.6860619
0.7359245,0.20387965,0.7396913333333331,0.2661130714285713,0.7390508,0.21865895
0.7333789,0.21241051,0.7176099999999991,0.1317400000000001,0.72712034,0.17039791
0.7287105,0.23443145,0.7454186666666665,0.2567180952380952,0.7321901,0.26377362
0.69848967,0.6093714,0.6120000000000004,0.2229999999999999,0.7006712,0.6280332
0.70041263,0.6217951,0.7269999999999992,0.7139999999999991,0.7051301,0.6819933
0.7097477,0.6563254,0.7160000000000022,0.6870000000000038,0.71315485,0.69279605
0.7401964,0.2420066,0.7166056666666659,0.134543777777778,0.7460259,0.23142146
0.73783517,0.24235606,0.7397674999999999,0.2404449047619046,0.73724806,0.2091858
0.72162277,0.16565782,0.7327130238095235,0.1853090952380952,0.7259717,0.16632497
0.7425049,0.24610135,0.739682,0.2430116785714284,0.74284375,0.23797004
0.7129587,0.67313087,0.7119999999999991,0.6730000000000017,0.7148888,0.6860619
0.7402358,0.23367122,0.734228333333333,0.218385,0.7395977,0.20549983
0.73868483,0.21408826,0.7289716666666664,0.1913996666666667,0.7345253,0.18877876
0.73911834,0.18981558,0.7382896666666666,0.2217799999999999,0.7422472,0.21837541
0.7376929,0.21575925,0.7429899999999999,0.2614300000000005,0.7338438,0.19173382
0.7315291,0.2196258,0.7435383333333333,0.2853354358974356,0.7321077,0.19613132
0.73436296,0.21375385,0.7392657976190473,0.229949119047619,0.72935414,0.21684378
0.705374,0.66122043,0.7030000000000014,0.6800000000000002,0.711009,0.7112722
0.73412186,0.21101719,0.7357908333333331,0.2058306666666667,0.7390934,0.24139947
0.72811383,0.21033165,0.7280836190476186,0.1884593095238094,0.7368869,0.2256945
0.7353976,0.23824671,0.7684404761904768,0.4244649512987017,0.7408258,0.24657519
0.689407,0.6023359,0.7019900000000014,0.6675499999999985,0.6910265,0.6187608
0.68394053,0.59874374,0.677,0.6460000000000007,0.686601,0.6528311
0.4941587,0.03657955,0.51536,0.1053933333333333,0.4968285,0.14233294
0.7388241,0.27218893,0.7120000000000017,0.1614320476190475,0.72823346,0.22200808
0.71865827,0.6910781,0.7280000000000004,0.719999999999999,0.7194066,0.728761
0.7270576,0.2077626,0.73162625,0.1986400714285713,0.73476917,0.24672008
0.719689,0.1656672,0.7119600000000017,0.1206539999999998,0.72851396,0.18949668
0.70090544,0.6194098,0.7189999999999996,0.6929999999999983,0.70443755,0.67247957
0.7367352,0.23668763,0.7340400238095238,0.2375608333333335,0.7392291,0.22599086
0.7384253,0.24199378,0.7344454761904758,0.2095400000000001,0.7421373,0.22551729
0.7417245,0.25632918,0.7359222857142856,0.2531385714285714,0.7436349,0.2780791
0.7126198,0.6661153,0.7310000000000003,0.7230899999999992,0.72092897,0.73921734
0.7359298,0.2299734,0.7289403333333331,0.2090098333333333,0.7363652,0.20415115
0.72006005,0.15968025,0.7257776111111112,0.2021295833333331,0.72855985,0.18505171
0.7408255,0.28682983,0.7366792380952379,0.288747083333333,0.7407378,0.2818127
0.7317182,0.20793939,0.7207933333333325,0.1583099999999998,0.7392432,0.21855538
0.7366632,0.2289963,0.7386503333333333,0.2577517222222222,0.7459201,0.25587323
0.70050967,0.62802804,0.710999999999999,0.6730000000000014,0.7054278,0.6904178
0.739589,0.2198857,0.7326542142857143,0.2095349999999999,0.7381476,0.21168995
0.7367012,0.21923321,0.7357049999999994,0.1993259523809525,0.7335077,0.21882448
0.744277,0.24502715,0.745474083333333,0.2291865833333333,0.7460603,0.27580282
0.7129587,0.67313087,0.7119999999999991,0.6730000000000017,0.7148888,0.6860619
0.7410355,0.23855719,0.7861733333333335,0.4710715000000003,0.74047714,0.2180152
0.5626588,0.22227025,0.5441999999999999,0.1386666666666667,0.5484828,0.23578972
0.705374,0.66122043,0.7030000000000014,0.6800000000000002,0.711009,0.7112722
0.7402396,0.24154615,0.7367826666666665,0.2082999999999998,0.73946095,0.2152465
0.7051703,0.6379473,0.7220000000000002,0.7060000000000015,0.70669234,0.682625
0.7422414,0.24493062,0.7244031666666664,0.1674770000000001,0.7416354,0.23818961
0.70461833,0.64250743,0.7239999999999991,0.7120000000000017,0.708207,0.69252926
0.66753805,0.53626966,0.6586799999999994,0.532170000000001,0.6628276,0.5044293
0.72026217,0.17501876,0.7255199999999998,0.1761188333333333,0.72773904,0.17605409
0.73409665,0.21664399,0.7385091666666662,0.2289893809523809,0.732307,0.19941196
0.72175163,0.16987929,0.720991083333333,0.1673615,0.72252536,0.15931892
0.6629441,0.23579472,0.6628000000000001,0.2285116666666667,0.66871166,0.23377012
0.7190956,0.15891981,0.744200833333333,0.2662620000000003,0.7308254,0.18994415
0.731198,0.20012254,0.7570766666666664,0.3148684523809523,0.7325909,0.20247136
0.7204764,0.19871625,0.7368271666666664,0.2664050000000001,0.72971195,0.22226742
0.73527515,0.20630237,0.7460541666666661,0.2608104999999999,0.7387239,0.26071477
0.7058029,0.6531194,0.7109999999999986,0.6850000000000018,0.7105853,0.69667363
0.73141205,0.21715373,0.7599455000000002,0.3567825714285715,0.73334765,0.22308202
0.67878115,0.5614824,0.6979999999999997,0.6719999999999987,0.68590665,0.61548036
0.73527336,0.21953523,0.7423899999999999,0.2582153333333334,0.7347235,0.22116444
0.64816844,0.454686,0.6627700000000009,0.4911499999999998,0.6442153,0.55474937
0.6993803,0.6298943,0.6983,0.6534000000000006,0.69456255,0.5772832
0.7130776,0.66598475,0.718999999999999,0.6800000000000016,0.7178915,0.6967228
0.7303897,0.20731232,0.7382374999999994,0.2329283333333333,0.7357298,0.20980275
0.537569,0.15828335,0.5354900000000005,0.13519,0.5271367,0.19397567
0.73488355,0.20847923,0.7407699999999999,0.2226599999999999,0.7428962,0.2254515
0.7234807,0.16691127,0.7194516666666678,0.1431387142857143,0.72864276,0.16529897
0.72293615,0.18218112,0.7323824285714283,0.202773,0.73153293,0.19713083
0.726528,0.19345474,0.7341447499999998,0.2183560238095237,0.7357925,0.20353502
0.7097477,0.6563254,0.7160000000000022,0.6870000000000038,0.71315485,0.69279605
0.73877984,0.23191464,0.7455219047619047,0.2555604761904763,0.7383331,0.2300227
0.7295871,0.20249784,0.7323109999999999,0.2084559999999999,0.7313745,0.20665038
0.73031664,0.2107656,0.7254283333333329,0.2096571904761907,0.7311664,0.1889803
0.72046316,0.15107489,0.7232090995670991,0.1435824285714287,0.725785,0.1773119
